#NSGA2
popsize 100
maxGen 50
numVar 7
numObj 4
numCons 3
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 50
currentGen	1
evaluateCount	100
totalTime	3.13208
firstFrontCount	10
frontCount	4
avgEvalTime	0.0306342
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Obj1	Obj2	Obj3	Obj4	Cons1	Cons2	Cons3	
66.0234	53.0387	49.3569	5	15.2308	2371.69	0.0656595	-9.56677	-148.581	2.10498	2.02118	0	0	0	
67.1961	53.9447	48.9878	5	15.6166	2058.34	0.0705524	-8.64144	-146.586	2.15061	1.89087	0	0	0	
66.7117	53.0666	48.3594	5	12.0589	1963.98	0.0801926	-6.65572	-101.4	1.65754	1.99306	0	0	0	
67.6153	52.842	49.0674	5	12.6875	2299.75	0.079404	-7.43259	-103.207	1.74245	2.09012	0	0	0	
66.7625	53.6412	48.6314	5	14.4551	1848.96	0.0801178	-8.07354	-132.905	1.98941	1.82206	0	0	0	
65.7006	53.2644	49.2224	5	14.3574	2045.58	0.07475	-9.25883	-142.759	1.98428	1.90516	0	0	0	
66.5359	52.7534	48.632	5	11.673	1891.27	0.0787124	-6.94757	-97.6306	1.60435	1.94629	0	0	0	
67.3645	52.9232	48.2918	5	12.6595	1933.59	0.0777428	-6.70866	-102.286	1.73699	1.93854	0	0	0	
67.6467	52.8852	49.1007	5	15.493	1890.45	0.0752597	-8.81743	-134.137	2.12753	1.75199	0	0	0	
67.4652	52.2362	48.9655	5	12.9317	2056.15	0.0685656	-7.82702	-104.137	1.77502	1.92349	0	0	0	
67.4794	52.3857	49.0331	5	12.8191	2090.72	0.0738868	-7.76611	-103.643	1.75982	1.95163	0	0	0	
67.1896	53.1977	49.1651	5	14.65	2048.45	0.0754144	-8.6051	-130.887	2.0155	1.87961	0	0	0	
66.0449	53.4871	49.1908	5	14.6543	2048.75	0.0753591	-9.12122	-144.354	2.02379	1.90398	0	0	0	
66.6179	53.1911	49.4925	5	14.3435	2228.3	0.0926892	-9.05208	-133.727	1.97786	1.97593	0	0	0	



#Generation 11 / 50
currentGen	11
evaluateCount	1100
totalTime	64.9491
firstFrontCount	100
frontCount	1
avgEvalTime	0.0657738
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Obj1	Obj2	Obj3	Obj4	Cons1	Cons2	Cons3	
69.252	53.0621	49.0407	5	9.5074	1902.98	0.0813075	-4.13134	-59.6119	1.29537	2.21182	0	0	0	
76.5221	54.0307	49.3558	5	18.964	1671.81	0.0828101	-7.14103	-114.961	2.55324	1.52278	0	0	0	
66.038	52.9832	49.8397	5	10.1422	2408.65	0.0779284	-7.449	-88.7951	1.39832	2.28329	0	0	0	
66.0148	53.1087	48.9928	5	17.2066	2224.42	0.0822165	-9.92598	-171.912	2.37864	1.90744	0	0	0	
65	52.4562	49.2984	5	16.7187	1692.98	0.0685563	-10.8135	-171.344	2.31145	1.62503	0	0	0	
69.4852	52.9096	49.1777	5	10.0456	2053.4	0.0812886	-4.83652	-64.3564	1.36952	2.2166	0	0	0	
70.2563	52.5148	48.7769	5	11.7757	1793.24	0.0825845	-5.7116	-75.5947	1.60219	1.9079	0	0	0	
69.6536	52.4657	49.4087	5	10.731	1847.39	0.0971881	-5.99069	-70.3306	1.46207	1.9772	0	0	0	
67.9361	53.3899	48.1069	5	17.8847	1632.14	0.0905959	-8.51228	-155.155	2.45158	1.59027	0	0	0	
65.1689	52.5992	49.4588	5	16.4953	1698.13	0.0733486	-10.7982	-168.428	2.2798	1.63128	0	0	0	
65.5513	52.3246	49.0699	5	15.3376	2856.25	0.0918582	-9.61272	-148.063	2.12227	2.22748	0	0	0	
72.6792	52.0313	48.8911	5	12.6105	1726.81	0.0863682	-5.82537	-72.0733	1.70709	1.81353	0	0	0	
66.0271	52.5817	49.2904	5	16.1891	1742.87	0.0693848	-10.0941	-155.143	2.23184	1.65376	0	0	0	
65.7554	53.8534	48.144	5	11.9618	2131.72	0.0858776	-6.58006	-113.081	1.65132	2.14068	0	0	0	
66.038	53.9416	49.6584	5	15.7383	1837.52	0.0682623	-10.0173	-162.236	2.17399	1.76134	0	0	0	
69.126	52.8433	49.0692	5	11.4437	1827.34	0.0791511	-6.08556	-79.9532	1.56158	1.93281	0	0	0	
69.2188	52.6604	48.9326	5	11.997	1871.94	0.0698718	-6.36039	-84.3601	1.63745	1.91598	0	0	0	
66.6914	53.2339	46.4312	5	18.4918	2076.2	0.0820077	-7.80208	-171.488	2.54823	1.87075	0	0	0	
66.038	54.3406	49.8397	5	15.4121	2435.77	0.0702337	-9.9154	-164.465	2.13464	2.10063	0	0	0	
70.2547	52.3179	48.873	5	12.2773	1762.07	0.082179	-6.27852	-80.4815	1.67077	1.83442	0	0	0	
65.7593	53.5549	49.2097	5	11.9065	2354.62	0.0919945	-7.7832	-113.889	1.64515	2.19828	0	0	0	
65.734	53.6975	49.074	5	10.731	2326.37	0.0979523	-6.767	-99.8364	1.48168	2.27882	0	0	0	
65.0207	52.433	49.2319	5	16.2334	2150.83	0.0700549	-10.4626	-166.428	2.24854	1.87364	0	0	0	
65.4775	53.3507	49.2497	5	10.1006	1836.83	0.0800812	-6.85626	-91.9753	1.39229	2.00925	0	0	0	
65.9287	52.9917	48.9709	5	15.3359	2856.25	0.0766587	-9.18718	-148.937	2.12094	2.26627	0	0	0	
66.1029	52.3423	49.219	5	11.5727	2394.19	0.0784907	-7.89007	-99.981	1.59514	2.1707	0	0	0	
65.2793	52.9583	49.7222	5	15.736	2186.54	0.0814393	-10.588	-163.826	2.17971	1.91038	0	0	0	
69.5846	53.4231	49.2413	5	17.5268	1632.14	0.0697437	-8.82164	-141.423	2.39343	1.55427	0	0	0	
67.018	52.1718	49.6327	5	13.1638	1750.79	0.0845421	-9.00977	-111.403	1.80749	1.7189	0	0	0	
65	52.4525	49.0672	5	16.2346	2098.14	0.0853846	-10.3153	-166.302	2.24836	1.8537	0	0	0	
65.734	52.7783	49.2957	5	11.0528	2143.27	0.0680301	-7.70133	-99.266	1.52446	2.08985	0	0	0	
66.5433	54.0623	48.8731	5	15.4006	2215.88	0.0698042	-8.71697	-151.948	2.12631	1.99931	0	0	0	
65.9203	52.1502	48.291	5	11.4528	2078.76	0.0868102	-6.94636	-95.9943	1.57681	2.05285	0	0	0	
67.0314	54.2864	49.8367	5	14.2461	2381.09	0.0714582	-8.84344	-137.554	1.96518	2.09658	0	0	0	
66.5685	53.0807	49.3406	5	14.9583	1924.72	0.078593	-9.27134	-139.855	2.06091	1.79803	0	0	0	
65.3763	52.8475	49.07	5	12.939	2202.07	0.0811924	-8.66976	-125.014	1.7888	2.03343	0	0	0	
65.5308	52.9348	48.6169	5	13.0739	1997.29	0.0799844	-8.17131	-124.094	1.8051	1.93968	0	0	0	
66.3991	52.627	48.7199	5	14.4611	1676.77	0.0771823	-8.65873	-129.336	1.98871	1.68381	0	0	0	
65.6056	52.9241	50	5	15.4197	2433.28	0.0821008	-10.5493	-156.659	2.1348	2.02267	0	0	0	
71.0065	52.2906	49.5687	5	12.6857	1837.52	0.0746971	-7.06564	-83.2793	1.72522	1.8137	0	0	0	
69.6756	53.285	49.5887	5	17.7332	1693.24	0.0782157	-9.23676	-144.268	2.42262	1.56613	0	0	0	
67.6148	52.2893	49.0331	5	13.1394	1600.15	0.0738868	-8.01474	-104.347	1.79879	1.66509	0	0	0	
69.7778	52.2498	48.8716	5	13.891	1617.27	0.0818661	-7.39465	-98.254	1.89234	1.64929	0	0	0	
67.2494	52.2617	48.9513	5	11.5993	1910.88	0.0821586	-7.18173	-91.0234	1.59096	1.92644	0	0	0	
65.9022	53.4818	49.5357	5	13.3924	1762.9	0.079404	-9.02724	-129.962	1.847	1.78036	0	0	0	
69.1169	53.3467	48.8755	5	12.151	1794.97	0.0850061	-6.07953	-87.9584	1.65865	1.89365	0	0	0	
65.8981	55	47.6784	5	15.3682	1758.62	0.0788305	-7.82864	-160.477	2.12272	1.82802	0	0	0	
66.7625	53.6412	48.6314	5	14.4551	1848.96	0.0801178	-8.07354	-132.905	1.98941	1.82206	0	0	0	
79.1066	54.6703	49.4197	5	19.0425	1640.94	0.0827098	-6.31577	-103.713	2.55044	1.52615	0	0	0	
70.8828	53.5327	49.5416	5	16.2006	1606.26	0.0636392	-8.14239	-119.792	2.20437	1.56787	0	0	0	
66.1138	53.7022	49.587	5	11.1219	2410.34	0.0773683	-7.44322	-103.052	1.53496	2.26697	0	0	0	
66.6179	53.1911	49.4925	5	14.3435	2228.3	0.0926892	-9.05208	-133.727	1.97786	1.97593	0	0	0	
65.9203	52.2819	48.8599	5	13.3781	2078.76	0.0856261	-8.58048	-120.884	1.84477	1.92564	0	0	0	
65	52.1126	48.9685	5	12.6286	1746.9	0.0906573	-8.94417	-118.9	1.74296	1.77169	0	0	0	
69.8444	53.4279	49.7491	5	16.4666	1698.39	0.0830081	-8.85342	-131.014	2.24808	1.60319	0	0	0	
66.0727	53.7938	49.8432	5	14.2478	2488.19	0.0806038	-9.47056	-143.893	1.97082	2.13629	0	0	0	
66.2861	52.6842	48.4572	5	11.5168	2101.85	0.0857352	-6.75957	-97.0237	1.58492	2.08112	0	0	0	
66.2898	52.6122	49.9419	5	12.7545	2044.57	0.0662677	-9.2597	-116.103	1.75783	1.90199	0	0	0	
66.6157	53.3166	48.8553	5	15.2028	1714.98	0.0835849	-8.80696	-140.682	2.0918	1.70083	0	0	0	
66.2972	52.467	49.8405	5	12.9593	2053.76	0.0674736	-9.28501	-117.289	1.78591	1.89498	0	0	0	
66.9936	53.3162	49.3468	5	15.4121	1823.33	0.0703306	-9.21514	-142.137	2.12046	1.73468	0	0	0	
67.2744	52.3371	48.6044	5	12.2402	1822.71	0.0792862	-7.12681	-96.7815	1.67837	1.85866	0	0	0	
66.7117	53.0666	48.3594	5	12.0589	1963.98	0.0801926	-6.65572	-101.4	1.65754	1.99306	0	0	0	
69.0297	54.5484	48.5274	5	17.4431	1625.97	0.0712773	-7.99106	-147.073	2.38522	1.61433	0	0	0	
66.2861	52.6495	48.5113	5	11.7945	2210.52	0.0801178	-6.99476	-100.255	1.62396	2.11727	0	0	0	
65.9771	52.7266	48.9134	5	13.0886	2026.72	0.0808964	-8.33425	-119.798	1.80476	1.92985	0	0	0	
66.9823	53.6977	49.397	5	15.4006	2215.88	0.0723824	-9.09111	-145.933	2.12308	1.95607	0	0	0	
66.038	53.2923	49.1156	5	13.8836	2123.05	0.0883907	-8.72273	-133.315	1.91673	1.96576	0	0	0	
66.3412	54.3358	49.1585	5	14.0899	2129.4	0.0804496	-8.46486	-141.151	1.94604	2.00711	0	0	0	
66.5082	55	48.1809	5	15.2644	2474.01	0.0889586	-7.86956	-157.729	2.11089	2.21623	0	0	0	
66.9465	53.9458	49.5514	5	15.0831	1801.57	0.0682982	-9.14683	-143.324	2.07627	1.75236	0	0	0	
67.3642	53.4146	49.1654	5	11.862	2066.09	0.0764819	-6.95432	-98.621	1.62909	2.04028	0	0	0	
66.5359	52.7534	48.632	5	11.673	1891.27	0.0787124	-6.94757	-97.6306	1.60435	1.94629	0	0	0	
67.0565	53.6107	49.0451	5	13.6902	1600.15	0.0742843	-7.9763	-119.407	1.87863	1.68969	0	0	0	
65.9345	53.1924	49.2097	5	13.7597	2228.25	0.0750545	-8.82422	-132.456	1.90061	2.01822	0	0	0	
66.4089	53.0689	48.461	5	12.3288	2172.58	0.0703266	-7.04947	-107.553	1.69784	2.08705	0	0	0	
67.5706	52.1332	48.8124	5	13.3951	1606.46	0.0802005	-7.97927	-106.188	1.83399	1.66024	0	0	0	
65	52.3453	49.7598	5	11.4145	2652.1	0.0745475	-9.00735	-108.799	1.57985	2.28267	0	0	0	
67.4566	52.4283	48.9551	5	13.1337	1647.55	0.0677882	-7.91844	-105.953	1.79942	1.70077	0	0	0	
67.0553	52.9078	49.1063	5	11.6113	1884.58	0.0777165	-7.14252	-95.3656	1.59402	1.93137	0	0	0	
66.047	53.9649	49.1505	5	13.5723	1818.29	0.0678894	-8.46749	-133.2	1.87227	1.83845	0	0	0	
67.032	53.6817	48.8248	5	15.3756	1599.79	0.0769366	-8.53274	-138.604	2.11148	1.63901	0	0	0	
67.2787	52.4173	49.1673	5	14.0481	1600.15	0.0776061	-8.6707	-117.431	1.92598	1.62749	0	0	0	
65.7593	52.3506	49.3595	5	11.9065	2281.07	0.0909992	-8.43677	-107.115	1.64295	2.08433	0	0	0	
66.4449	54.2288	49.1634	5	14.8208	1892.3	0.0761588	-8.8181	-147.15	2.04451	1.84202	0	0	0	
67.1896	53.1977	49.1651	5	14.65	2048.45	0.0754144	-8.6051	-130.887	2.0155	1.87961	0	0	0	
66.2491	52.2037	48.9633	5	11.6401	2228.72	0.0839928	-7.64418	-98.2308	1.60276	2.08708	0	0	0	
67.3645	52.9232	48.2918	5	12.6595	1933.59	0.0777428	-6.70866	-102.286	1.73699	1.93854	0	0	0	
65.9011	53.3249	49.569	5	14.3299	2027.27	0.0981797	-9.50673	-141.899	1.97956	1.88423	0	0	0	
65.7954	53.2544	48.9721	5	13.6741	2124.13	0.1	-8.60509	-132.462	1.88886	1.98116	0	0	0	
66.697	52.3668	48.9176	5	14.6577	1887.76	0.0766372	-8.86257	-129.381	2.01653	1.77154	0	0	0	
66.2861	52.6495	48.5113	5	11.7945	2210.52	0.0801178	-6.99476	-100.255	1.62396	2.11727	0	0	0	
66.225	52.4758	47.7361	5	14.7753	1757.3	0.0804828	-7.90338	-130.901	2.03295	1.74722	0	0	0	
66.0234	53.0387	49.3569	5	15.2308	2371.69	0.0656595	-9.56677	-148.581	2.10498	2.02118	0	0	0	
67.3573	52.5809	49.5406	5	13.0382	1707.39	0.0806038	-8.51385	-108.609	1.78825	1.72045	0	0	0	
66.9009	54.2291	49.1549	5	14.7712	1910.58	0.0761023	-8.53757	-141.595	2.03478	1.84972	0	0	0	
66.8453	53.231	49.1968	5	14.3531	2045.29	0.0748052	-8.65843	-130.886	1.97647	1.89263	0	0	0	
65.9729	52.8827	49.7673	5	12.7071	2229.75	0.075561	-9.03306	-119.231	1.75417	2.02411	0	0	0	
71.6735	53.5327	49.5416	5	16.2006	1606.26	0.0636392	-7.87914	-114.898	2.2004	1.56641	0	0	0	
67.6153	52.842	49.0674	5	11.682	1880.53	0.0783643	-6.91062	-91.8795	1.60114	1.92748	0	0	0	



#Generation 12 / 50
currentGen	12
evaluateCount	1200
totalTime	71.5824
firstFrontCount	100
frontCount	1
avgEvalTime	0.0656961
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Obj1	Obj2	Obj3	Obj4	Cons1	Cons2	Cons3	
65.4868	52.9682	48.8263	5	13.6837	2856.25	0.0805288	-8.56494	-132.839	1.8936	2.34871	0	0	0	
65	52.5962	49.5868	5	16.0161	1767.51	0.0686795	-10.8575	-165.681	2.21564	1.67889	0	0	0	
66.4295	53.1986	49.5887	5	17.7195	1827.16	0.0788558	-10.5623	-175.108	2.44395	1.674	0	0	0	
76.5221	54.0307	49.3558	5	18.964	1671.81	0.0828101	-7.14103	-114.961	2.55324	1.52278	0	0	0	
69.252	53.0621	49.0407	5	9.5074	1902.98	0.0813075	-4.13134	-59.6119	1.29537	2.21182	0	0	0	
68.1452	53.0321	49.3489	5	9.99992	1902.98	0.0814356	-5.60587	-71.7422	1.3674	2.08388	0	0	0	
66.038	52.9832	49.8397	5	10.1422	2408.65	0.0779284	-7.449	-88.7951	1.39832	2.28329	0	0	0	
79.1066	54.6703	49.4197	5	19.0425	1640.94	0.0827098	-6.31577	-103.713	2.55044	1.52615	0	0	0	
69.6536	52.4657	49.4087	5	10.731	1847.39	0.0971881	-5.99069	-70.3306	1.46207	1.9772	0	0	0	
67.2421	53.3671	49.2977	5	10.5349	1832.6	0.0677281	-6.26127	-84.0147	1.44456	1.99249	0	0	0	
67.9361	53.3899	48.1069	5	17.8847	1632.14	0.0905959	-8.51228	-155.155	2.45158	1.59027	0	0	0	
69.6536	52.4959	48.8784	5	11.4161	1793.39	0.0971881	-5.82961	-75.369	1.55519	1.92061	0	0	0	
66.5157	52.2337	49.2365	5	17.1023	1734.78	0.0749863	-10.1954	-158.237	2.35426	1.60941	0	0	0	
65.1689	52.5992	49.4588	5	16.4953	1698.13	0.0733486	-10.7982	-168.428	2.2798	1.63128	0	0	0	
65	52.1126	48.9685	5	12.6286	1746.9	0.0906573	-8.94417	-118.9	1.74296	1.77169	0	0	0	
65	52.4562	49.2984	5	16.7187	1692.98	0.0685563	-10.8135	-171.344	2.31145	1.62503	0	0	0	
68.8533	52.4111	48.93	5	11.7827	1778.56	0.085655	-6.52506	-83.3844	1.60857	1.86304	0	0	0	
66.1657	53.8232	49.7491	5	12.1851	1786.83	0.0855605	-8.3446	-115.602	1.67904	1.85066	0	0	0	
65.9022	53.4818	49.5357	5	13.3924	1762.9	0.079404	-9.02724	-129.962	1.847	1.78036	0	0	0	
69.126	52.8433	49.0692	5	11.4437	1827.34	0.0791511	-6.08556	-79.9532	1.56158	1.93281	0	0	0	
66.0727	53.7938	49.8432	5	14.2478	2488.19	0.0806038	-9.47056	-143.893	1.97082	2.13629	0	0	0	
65.4837	54.0623	48.8731	5	16.1061	2010.17	0.0704166	-9.66535	-174.132	2.23089	1.88423	0	0	0	
69.5846	53.4231	49.2413	5	17.5268	1632.14	0.0697437	-8.82164	-141.423	2.39343	1.55427	0	0	0	
66.1173	53.1001	49.3236	5	11.2867	2408.65	0.0784232	-7.48749	-100.663	1.55655	2.23566	0	0	0	
65.9203	52.1502	48.291	5	11.4528	2078.76	0.0868102	-6.94636	-95.9943	1.57681	2.05285	0	0	0	
65.7554	53.8534	48.144	5	11.9618	2131.72	0.0858776	-6.58006	-113.081	1.65132	2.14068	0	0	0	
66.038	54.3406	49.8397	5	15.4121	2435.77	0.0702337	-9.9154	-164.465	2.13464	2.10063	0	0	0	
65.7593	53.5549	49.2097	5	11.9065	2354.62	0.0919945	-7.7832	-113.889	1.64515	2.19828	0	0	0	
65.9287	52.9917	48.9709	5	15.3359	2856.25	0.0766587	-9.18718	-148.937	2.12094	2.26627	0	0	0	
66.7625	53.6412	48.6314	5	14.4551	1848.96	0.0801178	-8.07354	-132.905	1.98941	1.82206	0	0	0	
67.018	52.1718	49.6327	5	13.1638	1750.79	0.0845421	-9.00977	-111.403	1.80749	1.7189	0	0	0	
66.0148	53.1087	48.9928	5	17.2066	2224.42	0.0822165	-9.92598	-171.912	2.37864	1.90744	0	0	0	
67.2494	52.2617	48.9513	5	11.5993	1910.88	0.0821586	-7.18173	-91.0234	1.59096	1.92644	0	0	0	
66.2898	52.6122	49.9419	5	12.7545	2044.57	0.0662677	-9.2597	-116.103	1.75783	1.90199	0	0	0	
66.038	53.9416	49.6584	5	15.7383	1837.52	0.0682623	-10.0173	-162.236	2.17399	1.76134	0	0	0	
65.4775	53.3507	49.2497	5	10.1006	1836.83	0.0800812	-6.85626	-91.9753	1.39229	2.00925	0	0	0	
66.1991	52.6344	48.9339	5	15.106	1704.84	0.0751414	-9.23748	-139.635	2.07983	1.67346	0	0	0	
65.3763	52.8475	49.07	5	12.939	2202.07	0.0811924	-8.66976	-125.014	1.7888	2.03343	0	0	0	
65.734	53.6975	49.074	5	10.731	2326.37	0.0979523	-6.767	-99.8364	1.48168	2.27882	0	0	0	
66.5433	54.0623	48.8731	5	15.4006	2215.88	0.0698042	-8.71697	-151.948	2.12631	1.99931	0	0	0	
69.6756	53.285	49.5887	5	17.7332	1693.24	0.0782157	-9.23676	-144.268	2.42262	1.56613	0	0	0	
65.0207	52.433	49.2319	5	16.2334	2150.83	0.0700549	-10.4626	-166.428	2.24854	1.87364	0	0	0	
70.2563	52.4846	49.3072	5	11.0906	1847.24	0.0825845	-5.86922	-70.6845	1.5092	1.96364	0	0	0	
69.1667	52.7515	49.0019	5	11.4437	1844.65	0.0727284	-6.03917	-79.3235	1.56145	1.9435	0	0	0	
66.2823	55	48.383	5	14.7787	2143.74	0.0788305	-7.99442	-154.692	2.04349	2.04919	0	0	0	
65.9123	53.8534	48.144	5	12.6904	2098.11	0.0853143	-6.97333	-120.655	1.75157	2.07831	0	0	0	
65.8811	53.2923	48.411	5	14.4731	1737.93	0.0911306	-8.39804	-137.975	1.99508	1.75835	0	0	0	
66.9936	53.1848	49.2655	5	14.2536	1823.33	0.0706932	-8.67698	-127.695	1.95985	1.77159	0	0	0	
67.0314	54.2864	49.8367	5	14.2461	2381.09	0.0714582	-8.84344	-137.554	1.96518	2.09658	0	0	0	
65.5023	52.3944	49.6946	5	12.7802	1709	0.078112	-9.53015	-120.07	1.76209	1.72531	0	0	0	
66.7117	53.0666	48.3594	5	12.0589	1963.98	0.0801926	-6.65572	-101.4	1.65754	1.99306	0	0	0	
66.2284	52.5992	49.4588	5	15.7899	1903.84	0.0727362	-9.999	-149.964	2.17734	1.7415	0	0	0	
67.4566	52.4283	48.9551	5	13.1337	1647.55	0.0677882	-7.91844	-105.953	1.79942	1.70077	0	0	0	
65.0164	52.3666	48.973	5	15.8355	2145.75	0.0826664	-10.0744	-160.12	2.19266	1.88647	0	0	0	
66.2098	52.1332	48.8124	5	13.8209	1768.46	0.0804761	-8.7216	-122.04	1.90176	1.73613	0	0	0	
65.5308	52.9348	48.6169	5	13.0739	1997.29	0.0799844	-8.17131	-124.094	1.8051	1.93968	0	0	0	
67.2787	52.4173	49.1673	5	14.0481	1600.15	0.0776061	-8.6707	-117.431	1.92598	1.62749	0	0	0	
65.734	52.7783	49.2957	5	11.0528	2143.27	0.0680301	-7.70133	-99.266	1.52446	2.08985	0	0	0	
65.0583	52.1251	49.208	5	14.8408	1737.79	0.0782561	-10.1157	-145.642	2.05004	1.68319	0	0	0	
66.2271	52.5743	49.0764	5	15.5443	1714.8	0.0714256	-9.55699	-144.657	2.14056	1.65914	0	0	0	
65.7439	53.2857	49.2786	5	12.0004	2357.41	0.0916272	-8.02151	-113.603	1.65786	2.17567	0	0	0	
70.8828	53.5327	49.5416	5	16.2006	1606.26	0.0636392	-8.14239	-119.792	2.20437	1.56787	0	0	0	
65.1105	52.5867	49.2193	5	15.9632	1707.24	0.0857498	-10.3988	-161.809	2.20615	1.65506	0	0	0	
66.1029	52.3423	49.219	5	11.5727	2394.19	0.0784907	-7.89007	-99.981	1.59514	2.1707	0	0	0	
66.4449	54.2288	49.1634	5	14.8208	1892.3	0.0761588	-8.8181	-147.15	2.04451	1.84202	0	0	0	
65.5513	52.3246	49.0699	5	15.3376	2856.25	0.0918582	-9.61272	-148.063	2.12227	2.22748	0	0	0	
66.047	53.9649	49.1505	5	13.5723	1818.29	0.0678894	-8.46749	-133.2	1.87227	1.83845	0	0	0	
66.2491	52.2037	48.9633	5	11.6401	2228.72	0.0839928	-7.64418	-98.2308	1.60276	2.08708	0	0	0	
69.8444	53.4279	49.7491	5	16.4666	1698.39	0.0830081	-8.85342	-131.014	2.24808	1.60319	0	0	0	
65.8016	53.995	48.4386	5	13.601	1836.83	0.0725688	-7.86274	-134.231	1.8773	1.8774	0	0	0	
66.1138	53.7022	49.587	5	11.1219	2410.34	0.0773683	-7.44322	-103.052	1.53496	2.26697	0	0	0	
66.4618	52.4654	48.805	5	11.7945	1992.97	0.0805762	-7.37406	-99.0364	1.62209	1.97275	0	0	0	
65.2793	52.8184	49.4338	5	16.4386	2112.01	0.0813161	-10.5622	-170.183	2.27627	1.85703	0	0	0	
67.032	53.6817	48.8248	5	15.3756	1599.79	0.0769366	-8.53274	-138.604	2.11148	1.63901	0	0	0	
65.9727	52.9583	48.7615	5	14.7261	1997.29	0.0761143	-8.86979	-140.333	2.03214	1.86578	0	0	0	
66.8837	52	49.2485	5	12.1872	1587.96	0.080124	-8.24128	-98.7226	1.67075	1.68254	0	0	0	
66.3412	54.3358	49.1585	5	14.0899	2129.4	0.0804496	-8.46486	-141.151	1.94604	2.00711	0	0	0	
65.8981	55	47.6784	5	15.3682	1758.62	0.0788305	-7.82864	-160.477	2.12272	1.82802	0	0	0	
66.0135	52.9851	49.5392	5	10.6511	2321.7	0.0785255	-7.4502	-94.0746	1.46856	2.21473	0	0	0	
67.6148	52.2893	49.0331	5	13.1394	1600.15	0.0738868	-8.01474	-104.347	1.79879	1.66509	0	0	0	
65.8785	54.9107	48.0622	5	13.8421	1831.17	0.0793478	-7.40286	-142.61	1.91203	1.91388	0	0	0	
66.9574	52.3359	48.8486	5	11.543	1796.86	0.0801867	-7.13884	-92.0106	1.58351	1.87279	0	0	0	
67.7262	52.2546	49.1378	5	11.9626	2029.08	0.0769649	-7.39346	-92.6087	1.64003	1.95916	0	0	0	
65	52.4525	49.0672	5	16.2346	2098.14	0.0853846	-10.3153	-166.302	2.24836	1.8537	0	0	0	
65	52.3453	49.7598	5	11.4145	2652.1	0.0745475	-9.00735	-108.799	1.57985	2.28267	0	0	0	
66.0234	53.0387	49.3569	5	15.2308	2371.69	0.0656595	-9.56677	-148.581	2.10498	2.02118	0	0	0	
65.2793	52.9583	49.7222	5	15.736	2186.54	0.0814393	-10.588	-163.826	2.17971	1.91038	0	0	0	
67.5706	52.1332	48.8124	5	13.3951	1606.46	0.0802005	-7.97927	-106.188	1.83399	1.66024	0	0	0	
66.2861	52.6495	48.5113	5	11.7945	2210.52	0.0801178	-6.99476	-100.255	1.62396	2.11727	0	0	0	
66.5359	52.7534	48.632	5	11.673	1891.27	0.0787124	-6.94757	-97.6306	1.60435	1.94629	0	0	0	
67.3573	52.5809	49.5406	5	13.0382	1707.39	0.0806038	-8.51385	-108.609	1.78825	1.72045	0	0	0	
66.038	53.2923	49.1156	5	13.8836	2123.05	0.0883907	-8.72273	-133.315	1.91673	1.96576	0	0	0	
67.0769	52.4296	49.1735	5	13.376	1663.73	0.077645	-8.44615	-112.224	1.83518	1.69072	0	0	0	
66.9823	53.6977	49.397	5	15.4006	2215.88	0.0723824	-9.09111	-145.933	2.12308	1.95607	0	0	0	
65.5503	53.0086	48.2331	5	14.6	1784.5	0.079467	-8.51182	-140.861	2.01469	1.77823	0	0	0	
66.8453	53.231	49.1968	5	14.3531	2045.29	0.0748052	-8.65843	-130.886	1.97647	1.89263	0	0	0	
65.7494	53.0476	49.2267	5	10.9589	2140.48	0.0683974	-7.42146	-99.2117	1.51165	2.11293	0	0	0	
65.2629	53.0443	49.8163	5	16.1351	2138.94	0.0841575	-10.836	-170.163	2.23546	1.87798	0	0	0	
65.9345	53.1924	49.2097	5	13.7597	2228.25	0.0750545	-8.82422	-132.456	1.90061	2.01822	0	0	0	
65.7954	53.2544	48.9721	5	13.6741	2124.13	0.1	-8.60509	-132.462	1.88886	1.98116	0	0	0	



#Generation 13 / 50
currentGen	13
evaluateCount	1300
totalTime	78.3481
firstFrontCount	100
frontCount	1
avgEvalTime	0.0670314
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Obj1	Obj2	Obj3	Obj4	Cons1	Cons2	Cons3	
65.5911	53.9243	49.6143	5	19.0947	2393.71	0.0788176	-11.2855	-212.898	2.64956	1.98384	0	0	0	
67.3573	53.7082	49.4381	5	19.4155	1671.06	0.0813772	-10.4163	-185.691	2.66982	1.5647	0	0	0	
66.038	52.9832	49.8397	5	10.1422	2408.65	0.0779284	-7.449	-88.7951	1.39832	2.28329	0	0	0	
69.252	53.0621	49.0407	5	9.5074	1902.98	0.0813075	-4.13134	-59.6119	1.29537	2.21182	0	0	0	
76.5221	54.0307	49.3558	5	18.964	1671.81	0.0828101	-7.14103	-114.961	2.55324	1.52278	0	0	0	
70.3317	52.4435	48.93	5	11.0998	1778.56	0.0839276	-5.41087	-68.9205	1.50928	1.95009	0	0	0	
66.4413	53.9916	49.5335	5	17.9839	2065.75	0.0783209	-10.4424	-186.61	2.48541	1.8277	0	0	0	
